,uid,source,SQN,text,origin,entity,entity_type,links
265,925043778255245312,twitter,0,This girl more built like wonder women then the Wonder Woman actor is httpstcoHXiaCSLUor,,Gal Gadot,Actor,https://twitter.com//Condoc64/status/925043778255245312
266,925875123646877696,twitter,0,TimberlyKirone The actor who plays Wonder Woman is a Zionist and thus not a good feminist herself so youre fine,,Gal Gadot,Actor,https://twitter.com//AwesomeJimJam/status/925875123646877696
267,927511312862797824,twitter,0,Bc Wonder Woman is depicted by a woman who supports Israeli occupation amp Ben Affleckwhom I liked as an actor but allegedly was,,Gal Gadot,Actor,https://twitter.com//Ndoubleor369/status/927511312862797824
268,929523459985756160,twitter,0,SocMediaSaint VintageReality jmmireles93 Hes been a Leaguer since 2013 when the idea of a Justice League movie was still being kicked around That and the token claim kinda fall apart Considering the film also has a Polynesian actor as Aquaman and an Israeli actress as Wonder Woman as WW Just saying,,Gal Gadot,Actor,https://twitter.com//ArcEntel/status/929523459985756160
269,930499999191969793,twitter,0,ARYNEWSOFFICIAL Ban Wonder Woman In Pakistan like other Muslim countriesShe is an Israeli actor,,Gal Gadot,Actor,https://twitter.com//IntoxifedStylez/status/930499999191969793
270,930619083640406016,twitter,0,matigordillo99 dude is turning into a superstar loved him is star trek then hell or high water then wonder woman he is becoming my favorite actor,,Chris Pine,Actor,https://twitter.com//cicuvoet/status/930619083640406016
271,923160230292279297,twitter,0,AlfredMurphy5 this actor is so good ironman was the perfect part for him wheres the next ironman i want it,,Robert Downey Jr,Actor,https://twitter.com//bloodraven43/status/923160230292279297
272,931247797751439361,twitter,0,Alan I am sorry you will never grow up to meet your favorite actorsuperhero IronMan but to all us who loved you You where the hero,,Robert Downey Jr,Actor,https://twitter.com//Dannyj1230/status/931247797751439361
273,936600418624339968,twitter,0,NeonNightRider He doesnt have to win academy awards but audiences should at least like them Baywatch was a flop and if Jumanji was terrible too it would start to look bad,,Dwayne Johnson,Actor,https://twitter.com//ModeledBehavior/status/936600418624339968
274,935728947844788226,twitter,0,MayaBum MFC Baywatch bombed so hard How did he even get near Jumanji msmh httpstcovmo1Fh3jme,,Dwayne Johnson,Actor,https://twitter.com//KevCham90/status/935728947844788226
275,950492267013427202,twitter,0,keeltyc He needed a bounce back hit after the struggle of Baywatch I wasnt sure about Jumanji but its crushing expectations Ill get around to watching it,,Dwayne Johnson,Actor,https://twitter.com//becksnyc78/status/950492267013427202
276,916485568732659712,twitter,0,WhiteVick jmoney818 he just did Baywatch doing Jumanji Hobbs spinoff and Fast 9 in 2020dude is set,,Dwayne Johnson,Actor,https://twitter.com//Maaaaaaster_J/status/916485568732659712
277,951178198238285824,twitter,0,Yeah hes out making kid movies like Moana and Jumanji httpstcohHJ9ec0vwv,,Dwayne Johnson,Actor,https://twitter.com//livestrong83062/status/951178198238285824
278,946209696251351040,twitter,0,charlesjohnw HI Youre right He is an outstanding actor every movie with his participation is a masterpiece Fantastic acting in WOLF OF WALL STREET here Oscar should get about TITANIC not to mention,,Leonardo DiCaprio,Actor,https://twitter.com//Sweetelam/status/946209696251351040
279,946603417753018368,twitter,0,kixxonlee Leo Titanic The Beach Wolf of wall street Revenant Great Gatsby and Shutter island Completely different depths and when he talks about acting even from a young age you can see the passion and commitment and his filmography shows imo,,Leonardo DiCaprio,Actor,https://twitter.com//_NoCaresGiven/status/946603417753018368
280,942472539258753024,twitter,0,stilestina1 Myinfo75008888 DavidDbgadjet JoeTowe1222 GFD 63 RARRRRR KindlyCare13 Lineman000001 SKSSKanz Armyvet4 KentSailor hogwarts7777777 OGWretch shootisttx JoyceEScott1 haroldb54 dan soderholm breal372002 Rtfighter MAGA TX45patriot kelchamplin sassyinky 4westriver No I liked him in titanic though it was a tearjerker but loved him in scorcesees wolf of wall street he was badass in it,,Leonardo DiCaprio,Actor,https://twitter.com//proright1/status/942472539258753024
281,931674413124210690,twitter,0,LookAtThemNow1 Titanic The Revenant Wolf of Wall Street Shutter Island Catch me if you can Django Unchained Gangs of New York J Edgar Ive just realised that he could be one of my favourite actors,,Leonardo DiCaprio,Actor,https://twitter.com//MrZampa7/status/931674413124210690
282,931136875988910080,twitter,0,cnni Ugh that guy made enough with Titanic and Wolf of Wallstreet what does he need 450m for,,Leonardo DiCaprio,Actor,https://twitter.com//daniehattingh/status/931136875988910080
283,943138246778859520,twitter,0,Inception The Wolf of Wall Street The Departed Hes my fav Hollywood Alister bar none httpstcoCBe909A7rs,,Leonardo DiCaprio,Actor,https://twitter.com//Rukudz0/status/943138246778859520
284,953485664414326784,twitter,0,NextBestPicture InSessionFilm JulianEkka howatdk tweedledeedee33 RyanCShowers IPreferPi314 mavericksmovies Filmotomy josh williams09 FionaUnderhill SirBarquinero blueyedguy86 He should have deserved it four films ago Sully Lead Actor 2016 Bridge Of Spies Lead Actor 2015 Captain PhillipsActor2015 Saving Mr BanksSupporting Actor 2015 And now The Post Lead Actor 2017,,Tom Hanks,Actor,https://twitter.com//SmaugDude/status/953485664414326784
285,952549968493076480,twitter,0,SupportTrump10 Canada will welcome them Lets move all of California silicon valley Hawaii New York etc to the greatest country with the sexy Prime Minister welcometoCanada canada movetoCanada,,Justin Trudeau,PrimeMinister,https://twitter.com//devouralures/status/952549968493076480
286,952707081546674177,twitter,0,AzzatAlsaleem MichelleRempel MnKhS Ezidi2 khalid ELIAS197 JyotirvidI andreasreinisc1 LilySej1 rcallimachi BrendaStoter sfrantzman And the prime minister of Canada is going to let canadian isis fighters back into Canada,,Justin Trudeau,PrimeMinister,https://twitter.com//Leoparr5/status/952707081546674177
287,949990289783091200,twitter,0,KeithOlbermann You got that right Most incompetent hated pathetic person to be UK prime minister ever She is a Judas Goat leading the country over a Brexit cliff,,Theresa May,PrimeMinister,https://twitter.com//FinancialBear/status/949990289783091200
288,950446452601446401,twitter,0,Number10gov The UK Prime Minister is in the process of spending all day reappointing 90 of her Cabinet back into the posts they were already in We thought she was supposedly a good time manager What about replacing the ineffective embarrassments accepting there are quite a few,,Theresa May,PrimeMinister,https://twitter.com//RAAN_BERKS/status/950446452601446401
289,952586085204344832,twitter,0,exposes racism SebGorka Fact check Canada Prime Minister does not have any influence in hiring and firing of Journalists Again Desperate attempt at lying to blame someone else for what Trump tries to do daily Your BS may work on Trump supporters Canadians see right thru u,,Justin Trudeau,PrimeMinister,https://twitter.com//yeg2yvrMedic/status/952586085204344832
290,952707245875146752,twitter,0,miss9afi Gunn53 I admire you for your bravery It takes real courage for a Muslim especially a Muslim woman to speak out against Sharia It is shameful that Canadas Prime Minister is not giving you the support that you deserve Unfortunately courage is not his long suit,,Justin Trudeau,PrimeMinister,https://twitter.com//NadijaKrupskaya/status/952707245875146752
291,952858723927642112,twitter,0,A friend of mine reminded me in a bking4billions coffee that strategy is pain Loved it by Netflix CEO httpstcoGXGCn3cly3,,Reed Hastings,Leader,https://twitter.com//tomasconde/status/952858723927642112
292,952799890643542016,twitter,0,I wanna DDT the CEO of Netflix,,Reed Hastings,Leader,https://twitter.com//BonWhoadie/status/952799890643542016
293,951121700984410112,twitter,0,WELL IF THE CEO OF NETFLIX SAYS THAT NEW SHOW ON NETFLIX IS GOOD IM AS GOOD AS SOLD httpstcoCVRs8qDVCY,,Reed Hastings,Leader,https://twitter.com//WELSH_INDIE_NEO/status/951121700984410112
294,950793904017891330,twitter,0,ENTERTAINMENT Netflix CEO innocent of swindling UK taxpayers in wax museum Feminists claim this is a huge step backwards,,Reed Hastings,Leader,https://twitter.com//LNN_News/status/950793904017891330
295,950751211421974528,twitter,0,This reminds me of when the CEO of Blockbuster dismissed the CEO of Netflix greedisblind httpstcoy7DTVTuadx,,Reed Hastings,Leader,https://twitter.com//RobynOBrienUSA/status/950751211421974528
296,950801043671146496,twitter,0,Ive been thinking this ever since ppl were acting like Finesse was a brand new song when he dropped the video httpstcoHOJcflKzF6,,Bruno Mars,MusiciansFromHawaii,https://twitter.com//_Ahreeahnah/status/950801043671146496
297,949882324988190720,twitter,0,Not for nothing but all yall late af with the Finesse song Yall slept on it til Cardi got on the track THE SONG STILL WAS POPPIN WHEN HE RELEASED IT LAST YEAR,,Bruno Mars,MusiciansFromHawaii,https://twitter.com//FreakksNdGeeksx/status/949882324988190720
298,943609568227155968,twitter,0,Third class politicians who have not contributed anything to the country are questioning the captain of the Indian cricket team httpstco7Sc1EmutOw,,Virat Kohli,Cricketer,https://twitter.com//KshitijShinde9/status/943609568227155968
299,943678442939105280,twitter,0,TelegraphWorld One stupid MLA is given so much importance by respected journalist Rahul Bedi while PM congratulating Indian cricket team captain gets no coverage High morals great journalism httpstcoiCZpKNdvFI,,Virat Kohli,Cricketer,https://twitter.com//Aditi60600956/status/943678442939105280
300,943887473658204160,twitter,0,Chilly evening in Erbil Iraqi amp asking self What is VirushkaReception amp why it is trending Answer 1 Because of a combined 358 M twitter followers between 2 people 2 Because the captain of the Indian Cricket Team has just married 1 of Bollywoods highestpaid actresses,,Virat Kohli,Cricketer,https://twitter.com//AnneMitaru/status/943887473658204160
301,939381777264607232,twitter,0,Congrats to Anushka Sharma for achieving what every actress aspires to achieveA rich and succesful Husband as retirement plan good looks an additional bonus LifetimeAchievement,,Virat Kohli,Cricketer,https://twitter.com//Mr_demented/status/939381777264607232
302,953655625350868993,twitter,0,Someone on LinkedIn said as a CEO he only hires PHDs People who are poor hungry and determined Might be time I delete myself from that app,,Jeff Weiner,CEO,https://twitter.com//_africanprodigy/status/953655625350868993
303,935850348392189952,twitter,0,Snap CEO hits back at Facebook and its fake news problem verge httpstcoA9CH5WbEpd,,Evan Spiegel,CEO,https://twitter.com//foxlightnews/status/935850348392189952
304,953344409608704000,twitter,0,Heres an interesting article about backlash in India after the Snapchat CEO allegedly said he doesnt want to expand Snapchat to poor countries like India mfjs2290 httpstcoh8NfNYj9Ub,,Evan Spiegel,CEO,https://twitter.com//Tyler_Roth19/status/953344409608704000
305,951230390500458501,twitter,0,adammarsh312 Lippyaddiction realDonaldTrump Snapchat CEO has 35B in his bank Let me repeat SNAPCHAT,,Evan Spiegel,CEO,https://twitter.com//BaradarvarGabe/status/951230390500458501
306,915274754449223680,twitter,0,Shook hands with the CEO of Best Buy,,Hubert Joly,CEO,https://twitter.com//marvie_15/status/915274754449223680
307,915384116257935362,twitter,0,AmRa A cptgame446 BestBuy EAStarWars Best Buy is in decent shape actually Just had to rebuild I was there for almost 9 years Theyve turned it around with the new CEO,,Hubert Joly,CEO,https://twitter.com//CR00K__Gaming/status/915384116257935362
308,915275101561434112,twitter,0,When you casually meet the CEO of BestBuy because you have to pick up a portable charger httpstcotqa7uXvuxO,,Hubert Joly,CEO,https://twitter.com//Kjcastleberry23/status/915275101561434112
309,933998446587056128,twitter,0,New video by Associated Press Raw Best Buy CEO Greets Thanksgiving Customers httpstcoXBHY3ggieQ,,Hubert Joly,CEO,https://twitter.com//JROSENBERG1/status/933998446587056128
310,942160871140212736,twitter,0,ftoole11 On behalf of our Best Buy CEO I thank you for sharing your feedback here Frank I apologize for any inconvenience as Best Buy is unable to expedite this process and I recommend continuing to work with your bank for further assistance Derek,,Hubert Joly,CEO,https://twitter.com//BestBuySupport/status/942160871140212736
311,953659585780502528,twitter,0,ravena68 RealJack Yes it is Heavenly father lead our president Trump and vice president We who know our God will triumph by praying for our government and our leaders God is in Control of President Trump and his administration dont forget to pray Gods will be done,,Mike Pence,VicePresident,https://twitter.com//doriswilson3088/status/953659585780502528
312,953649498999238661,twitter,0,maggieNYT In any case that Trump may die or be murdered by one of these lunatic democrats we still have a magnificent Vice President to continue the revolution We are taking the power from corrupt politicians and giving it back to the ppl,,Mike Pence,VicePresident,https://twitter.com//Doncharlie7788/status/953649498999238661
313,951172294747017217,twitter,0,plagueoflegions realDonaldTrump The Vice President is next in line Politically I abhor him But I dont believe him to be the selfserving kleptocrat we have right now The irony is that I get why people voted for Trump But Trump is the problems in our government personified,,Mike Pence,VicePresident,https://twitter.com//mdavey628/status/951172294747017217
314,953775731422744576,twitter,0,Another disrespectful punk The man is an elected Vice President of the United States this particular athlete represents the people of the United States and our country grow up and show us some respect httpstcoBtgsfoGLFx,,Mike Pence,VicePresident,https://twitter.com//Confederate265/status/953775731422744576
315,950188638972899328,twitter,0,if dunkirk doesnt win any awards tonight Im gonna be so fucking angry that movie was the best thing to come out of 2017 and its one of the best movies ever made with an amazing cast an amazing director and the story is told and portrayed so well IT DESERVES TO WIN,,Christopher Nolan,Director,https://twitter.com//whytrymillie/status/950188638972899328
316,952489954793394176,twitter,0,Watched Dunkirk The director got me where he wanted me Emotional sad but proud Not in a jingoistic way but it showed the resolve and spirit of a nation that pulled together War is a terrible place and the only salvation is for all humanity to pull together and eradicate it,,Christopher Nolan,Director,https://twitter.com//alexmccuaig/status/952489954793394176
317,953418111281254400,twitter,0,Jurassic Park 3 is the worst thing ever made by humanity How can such a talented director and some of the best people at Amblin create this disgrace of movie Im going explain you how and why but before HERES SOME PIZZA ROLLS,,Steven Spielberg,Director,https://twitter.com//JuananBrundle/status/953418111281254400
318,942723086947889152,twitter,0,LASTEXITshirts Director Jaws Raiders of the Lost Ark Duel Close Encounters Jurassic Park Producer Poltergeist Twilight Zone The Movie Back to the Future Young Sherlock Holmes Innerspace,,Steven Spielberg,Director,https://twitter.com//_Mexicola/status/942723086947889152
319,952101119961989122,twitter,0,DiCaprios next film venture nod his head to Django Unchained director Read more at httpstcoYlwJAE3wp7 httpstcoYWgSJrEfQM,,Quentin Tarantino,Director,https://twitter.com//eastcoasteng/status/952101119961989122
320,940638776459780096,twitter,0,PittsburghNerd HopNationUSA DrinksWithLarry Did his body of work say hed make great westerns before Django amp Hateful 8 or a great war movie before Inglorious Basterds I dont get how one has a director they love a franchise they love and dont wont the two together under any circumstances,,Quentin Tarantino,Director,https://twitter.com//BesottedGeekPod/status/940638776459780096
321,938433540525576192,twitter,0,Weaver I think the director who directed Jackie Brown could do it but not the director who directed Django which is to say I think at his MOST nuanced and emotional MAYBE but at his worst it would be The Worst Thing,,Quentin Tarantino,Director,https://twitter.com//DylanJTScott/status/938433540525576192
322,953394751599882240,twitter,0,Sehun is tagging the holy son of Dubai king but he didnt follwback him like really another level of OH SEHUN httpstcoeyKih9O8uN,,Mohammed bin Rashid Al Maktoum,Royalty,https://twitter.com//sehuntme/status/953394751599882240
323,941377757522661378,twitter,0,The King of SaudiArabia declared to open theaters after more than 3 decades SaudiCinema Could this be Saudi being closer to movies or closer to harm doings like stuff in Dubai lka SriLankan,,Salman of Saudi Arabia,Royalty,https://twitter.com//AtheequeH/status/941377757522661378
324,953768811055869952,twitter,0,jackbahjat jholifieldjohn CNN Obama bent over like he was getting ready to take it from Mooch when he met the Saudi King Say it with me Radical Muslim Terrorists Not all Muslims Theres a difference between being respectful to a culture and being submissive,,Salman of Saudi Arabia,Royalty,https://twitter.com//JNC50/status/953768811055869952
325,953736251307380736,twitter,0,FetoTeto xoamani TeenVogue revlon GalGadot I know there are a lot more modern people today but I also know that it is still a big issue There are still long ways to go Like in countries like Saudi and Iran in particular I hope the new king we be more modern as he seams to now,,Salman of Saudi Arabia,Royalty,https://twitter.com//KingpinEX/status/953736251307380736
326,953691572847161344,twitter,0,atherton garcia there was a secret meeting between President Trump and the New King of Saudi the meeting isnt listed on President Trumps list of schedules from that day because the general public wasnt supposed to know,,Mohammad bin Salman Al Saud,Royalty,https://twitter.com//ROYALMRBADNEWS/status/953691572847161344
327,953256020381458432,twitter,0,Rights groups demand UK cancel Saudi crown prince visit AJEnglish Coalition of human rights groups calls on Prime Minister May to withdraw the invitation to Saudi Arabias crown princehttpstcoVqPqs9u7Lq httpstcoVqPqs9u7Lq,,Mohammad bin Salman Al Saud,Royalty,https://twitter.com//cmillott/status/953256020381458432
328,953173616060981248,twitter,0,British rights groups call on Theresa May to cancel Saudi crown prince visit UK Middle East Monitor httpstcozbrCrV3AMk,,Mohammad bin Salman Al Saud,Royalty,https://twitter.com//semprecontro/status/953173616060981248
329,953126249915760641,twitter,0,This may not seem like a big deal to your average person but there is a seismic shift in culture happening right before our eyes in Saudi Arabia If the Crown Prince rumored Future King keeps it up hell be a historic figure in reforming the Middle East httpstco5dGj1O7e6U,,Mohammad bin Salman Al Saud,Royalty,https://twitter.com//robbystarbuck/status/953126249915760641
330,953109097636945920,twitter,0,Btw Billionaire Prince Bin Talal has reached a deal with Sauri Crown Prince who had him arrested together with 10 other Saudi business men Bin Talal is free again He reached an agreement His billions are being shared 5050 with the Saudi Goverment which is the King,,Mohammad bin Salman Al Saud,Royalty,https://twitter.com//Sunshin68748888/status/953109097636945920
331,952140693149044736,twitter,0,CharlieGCollard SadiqKhan Thats the crux of the issue for me the fact that wed all apparently happily protest against Trump yet remained reticent when King Abdullah of Saudi Arabia The Emir of Qatar and President Xi Jinping of China came here to whom Trump doesnt remotely compare,,Tamim bin Hamad Al Thani,Royalty,https://twitter.com//SamBarrett1666/status/952140693149044736
332,952539108068425729,twitter,0,in August 2017 he appeared with Saudi King and Crown Prince after issuing a statement calling for a national dialogue in Qatar follwoing dispute with Saudi Arabia and UAE,,Tamim bin Hamad Al Thani,Royalty,https://twitter.com//putintintin1/status/952539108068425729
333,952564732564828160,twitter,0,Remember the mysterious Qatari sheikh who emerged and met the Saudi King when the Qatar blockade started In a new video he states he is detained in the UAE and is worried something could happen to him httpstcoH7vMKTTDsl httpstco6IToRa00rb,,Tamim bin Hamad Al Thani,Royalty,https://twitter.com//MiddleEastEye/status/952564732564828160
334,953180865735024641,twitter,0,qatarrevents Hon king of qatar V R request to stop the music program of sonu nigam on 19th janbcoz it is the person who took an objections on AZAN VOICE you have always raised the voice against antiislameven this time we expectBoycottsonu nigam,,Tamim bin Hamad Al Thani,Royalty,https://twitter.com//Nasrullah0001/status/953180865735024641
335,953679088379744256,twitter,0,I liked a YouTube video httpstcoD1RdN5Qbna Damascus Steel Putin Bahrain king exchange gifts,,Hamad bin Isa Al Khalifa,Royalty,https://twitter.com//kingjerryIV1/status/953679088379744256
336,952911555724808192,twitter,0,Bahrain News Agency HM the King congratulates Cuban President httpstcoouIDIfM1jX,,Hamad bin Isa Al Khalifa,Royalty,https://twitter.com//EmbaCuba_Arabia/status/952911555724808192
337,952548356789686272,twitter,0,Bahrains king amended the constitution last year to allow military courts to try civilians the appeal against the first convictions was postponed today httpstcokGeRuOgAn2,,Hamad bin Isa Al Khalifa,Royalty,https://twitter.com//ADHRB/status/952548356789686272
338,951016329598795776,twitter,0,presspedit gulshanzaadu SeemaTrivedi6 ZeeNews Saudi is not interested in Indian Muslims anymore They are after a progressive Islam now Indian Shias must ask for an apology from OfficeOfRG for accepting hospitality of Bahrain Sunni King 80 Shias are oppressed by 20 Sunni,,Hamad bin Isa Al Khalifa,Royalty,https://twitter.com//BijuNair20/status/951016329598795776
339,953470582913470469,twitter,0,RollingStone Awful song Man in the Mirror But hes still king of pop with leadership in the dead performers space via holograms Cheers,,Michael Jackson,MusicalArtist,https://twitter.com//RandyWhitePDX/status/953470582913470469
340,953187307292712960,twitter,0,aevanko He will forever be the King of Pop I wish I couldve seen him live once Now the only thing I can do is blast his music so my neighbors can know what real music used to be lol,,Michael Jackson,MusicalArtist,https://twitter.com//TheAveragGamer/status/953187307292712960
341,952611888545792002,twitter,0,MJslittleangel And thats why he is the King Of Pop Duke Of Dance Master Of The Moonwalkbut mostly the King Of Our Hearts for all eternity,,Michael Jackson,MusicalArtist,https://twitter.com//indigo20/status/952611888545792002
342,952884286457294848,twitter,0,Freeyourmindkid i dont know man but the fact he wrote every baseline on thriller is almost too much to fathom billie jean alone is way out there,,Michael Jackson,MusicalArtist,https://twitter.com//AntlerPestle/status/952884286457294848
343,952648296085901312,twitter,0,AupolNews News for Billie Jean King we may all be Gods creationbut not everybody is his child Because most dont believe he even exists or many follow a different godThe so called tolerant left only have tolerance and acceptance for one religion and it most certainly aint christianity,,Michael Jackson,MusicalArtist,https://twitter.com//loveracehorses1/status/952648296085901312
344,953680443001405440,twitter,0,mrrobotooo MuslimTrumpster Oh I am old 49 now Stop listening to Slim Shady He went out of style in the 90s,,Eminem,MusicalArtist,https://twitter.com//x_deplorable/status/953680443001405440
345,953636370655924224,twitter,0,TheCreekerGuy But youre right Slim shady is the goat Hes my favorite rapper,,Eminem,MusicalArtist,https://twitter.com//_Arod13/status/953636370655924224
346,953355680932663297,twitter,0,becca 811 my bad I meant 2005 Everything he does now just sounds so angry and depressing Not really a big fan of his but I have to say my favs are probably drug ballad shake that real slim shady without me and lose your self,,Eminem,MusicalArtist,https://twitter.com//elewisfrost/status/953355680932663297
347,947025124057866240,twitter,0,Throwback Slim Shady appears on the song Framed but then he goes back into pop rap mode for the rest of the Revival album lol,,Eminem,MusicalArtist,https://twitter.com//Sampsonite41/status/947025124057866240
348,934529312119840773,twitter,0,MikeKillam And he has outlasted all those boy bands that he vowed to destroy in his hit song The Real Slim Shady Ultimate victory,,Eminem,MusicalArtist,https://twitter.com//Puritan1986/status/934529312119840773
349,953193279524401152,twitter,0,Rihlegend1 Bigshxtsays avrilfav lityoncee chartdata Eminem I agree she is one of the most recognized artists with TS and Adele but you said that she revived Em career while we all know he didnt have to have her on his album to sell that much And that her most successful song is Love The Way You Lie,,Rihanna,MusicalArtist,https://twitter.com//StanShady963/status/953193279524401152
350,950925033106542593,twitter,0,Why were we all in middle school going IN on the lyrics to Love the Way You Lie like if she ever tries to leave again imma tie her to the bed and set this house on fire,,Rihanna,MusicalArtist,https://twitter.com//cherylinabarrel/status/950925033106542593
351,938509201135022080,twitter,0,RihannaRoulette ririoutsold FAK U NDO taycumrag TRlSHBLANCO riabood PuercaPeppa chartdata rihanna In the music industry what is her talentperformer she is lazy and rated as c vocalist by critics Lycrist hell does rih sing about any important issues because that work song she made with drake is pure garbage,,Rihanna,MusicalArtist,https://twitter.com//Kivenc2/status/938509201135022080
352,950840533425025024,twitter,0,ShadyGagaNews Ah fair didnt know that that didnt count as pure sales tbh x plus she did do make m buy the Anti album at her tour even though I already had it because I wanted to collect her brochure as I do every concert x wont lie that really annoyed me x and Im sure other people also,,Rihanna,MusicalArtist,https://twitter.com//amazinganimalad/status/950840533425025024
353,923244121506091009,twitter,0,said alhamdey wizkhalifa He is bro hes dropping laugh now fly later soon and hes got a song with ty and pharell o n ty dolla new album,,Wiz Khalifa,MusicalArtist,https://twitter.com//likeavillain231/status/923244121506091009
354,931436948236963840,twitter,0,at least im not the only one he bores he had a few cool songs in blacc hollywood ezinye idk httpstcoBwAZfJKFV6,,Wiz Khalifa,MusicalArtist,https://twitter.com//Louis_Keswa/status/931436948236963840
355,929203354663899136,twitter,0,28 Grams was a great project I think he fucked up once he dropped Blacc Hollywood httpstcogvxAfHqtHC,,Wiz Khalifa,MusicalArtist,https://twitter.com//CartierNights/status/929203354663899136
356,920035904491806720,twitter,0,It says in the article that he hasnt dropped an album since blacc hollywoodwasnt Khalifa an album httpstco1RtyFGl9G3,,Wiz Khalifa,MusicalArtist,https://twitter.com//Livingnthe90s/status/920035904491806720
357,942108939780542465,twitter,0,typicalfrenchg She will be loved stay you had me at hello someone like you halo happy song losing control miserable at best,,Adele,MusicalArtist,https://twitter.com//itsjustkkatie/status/942108939780542465
358,929981334813945856,twitter,0,And the final one Someone Like You No effects no fireworks nothing just her voice It would look like when Beyonce did the Halo performance in her Super Bowl The song ends she stands in the platform and leaves,,Adele,MusicalArtist,https://twitter.com//xoxoAdkins/status/929981334813945856
359,951556386198118400,twitter,0,Nosipho Ill never forgive her for what she did to the other 5H members That Havana song is catchy tho,,Camila Cabello,MusicalArtist,https://twitter.com//theother_A/status/951556386198118400
360,952774647644393473,twitter,0,Crying In the Club was also pretty good Not necessarily the most original song but she shouldve kept it for her album,,Camila Cabello,MusicalArtist,https://twitter.com//i_Tyrese/status/952774647644393473
361,953418730142396416,twitter,0,realDonaldTrump FoxNews And another record for this clown lowest approval rating of any first year president you beat clinton for worst approval rating in first year yay you so much winning for you as worst of all time,,Donald Trump,President,https://twitter.com//Johndoe21334811/status/953418730142396416
362,953428817783205888,twitter,0,realDonaldTrump President Obama is the best of man you are the worst You are trashampwhitethats should be embarrassment 2all white mansince majority dont want you 2represent themthe ones who doshould be searching professional help about their insecuritiesamptwisted realities,,Donald Trump,President,https://twitter.com//NellyAbkowicz/status/953428817783205888
363,953509609574088704,twitter,0,HeatherChilders POTUS KristinBTate FoxFriendsFirst FoxNews The President cries out fake news every time he is presented with facts and the truth He is a coward who hides behind his keyboard and his stupid Twitter rants He only likes Fox News because you guys slurp him 247and he is the worst president ever,,Donald Trump,President,https://twitter.com//vysuys/status/953509609574088704
364,953456743920619520,twitter,0,Thank God for the American voter TheSwamp would rather give Iran 150M than build our 18M wall Thanks for running for us Mr President,,Donald Trump,President,https://twitter.com//KRWitherell/status/953456743920619520
365,951901661412384770,twitter,0,Groundhog Day 2 2017 Rated R language and offensive conduct As a practical joke America elects a narcissistic billionaire for president who regularly makes idiotic comments dividing the nation and alienating the world No one can seem to wake up from the daily nightmare,,Donald Trump,President,https://twitter.com//AmishPornStar1/status/951901661412384770
366,953615660160077824,twitter,0,sentientdreamer JLabo27 DonaldJTrumpJr Dude he is the president now and has power He wants Muslims and Mexicans all gone because they are rapists He had 711s raided He called black countries shitholes But yea keep ignoring that,,Donald Trump,President,https://twitter.com//PhillyWCWagon/status/953615660160077824
367,914641312200232960,twitter,0,TemiaBrinson I also remember Michelle saying she had no hope for America until her husband was elected Neither really loved America,,Barack Obama,President,https://twitter.com//birdiedurau66/status/914641312200232960
368,915429783944564737,twitter,0,Michelle People Dont Trust Politics Because Your Husband Lied To amp Divided America For 8 Years httpstcoVQpAZOzphP via BreitbartNews,,Barack Obama,President,https://twitter.com//davelcaulley/status/915429783944564737
369,915551773481463808,twitter,0,Michelle you just described your husband to a T Time to fundamentally untransform America MAGA realDonaldTrump httpstcomHnRg2MG5A,,Barack Obama,President,https://twitter.com//danamil2/status/915551773481463808
370,946889133099712513,twitter,0,Michelle said that she was always ashamed of America That was until her husband became president Shes a racist,,Barack Obama,President,https://twitter.com//johncannon/status/946889133099712513
371,945076269691162624,twitter,0,BarackObama Merry Christmas Happy Chanukah Happy Kwanza Happy HollidaysWith gratitude for being an amazing president You and Michelle and Sasha and Malia are in our hearts and the doggiesPeace and love,,Barack Obama,President,https://twitter.com//MerylMeyer05/status/945076269691162624
372,953725054776479745,twitter,0,The Russian President also says former Bolshevik leader Vladimir Lenin is a saint httpstco5hswPcO0GE,,Vladimir Putin,President,https://twitter.com//thecatfm/status/953725054776479745
373,953720590451519489,twitter,0,TreasonIsNotOk SaarioBrandon Acosta You mean like Hillary selling 20 of our limited uranium to Russia Or Obama telling the Russian president hell have more flexibility after the election Obamas influencing of a french election That kind of stuff,,Vladimir Putin,President,https://twitter.com//BussellPaul/status/953720590451519489
374,952753424688435200,twitter,0,China not helpful enough on North Korea The Russian president insisted the only way to resolve tensions in httpstco7ox9gzBYUs,,Vladimir Putin,President,https://twitter.com//PairsonnalitesA/status/952753424688435200
375,953476836356321281,twitter,0,Thats because hes not an American President Hes a Russian president They have their own approval ratings httpstcopS8s9F3cGD,,Vladimir Putin,President,https://twitter.com//Claudia91919/status/953476836356321281
376,953456657002090496,twitter,0,MSM dutifully ignored BarackObama open mic moment of treason w Russian President They winked at his narcissism They covered his serialpathological lying To date Obamas whereabouts during 13Hours of Benghazi remain a mystery Yet they question realDonaldTrump fitness,,Vladimir Putin,President,https://twitter.com//jefferymyers/status/953456657002090496
377,953642628846837760,twitter,0,KimKardashian please follow my good friend JCRUZ106 hes your number one fan and hes a big fan of your husband please follow him on Twitter or instagram,,Kanye West,MusicalPerformer,https://twitter.com//power106kdayfan/status/953642628846837760
